,Job Title,Company,Location,Salary,Search Term
3029,Electrocoating Formula <b>Scientist</b>,"    Movement Search &amp; Delivery","Philadelphia, PA",NaN,Philadelphia
3030,Electrocoating Formulation <b>Scientist</b>,"    Movement Search &amp; Delivery","Philadelphia, PA",NaN,Philadelphia
3031,Associate Project Manager,"        Synergy","Conshohocken, PA",NaN,Philadelphia
3032,Regulatory <b>Scientist</b> Assistant - II (Associate),"        TalentBurst, Inc.","Gwynedd, PA 19454",NaN,Philadelphia
3033,Human Performance Research <b>Scientist</b>,"        Lockheed Martin","Cherry Hill, NJ 08002",NaN,Philadelphia
3034,CAD / GIS Professional,"    Geosyntec Consultants, Inc.","Blue Bell, PA 19422",NaN,Philadelphia
3035,Software Engineering Lead,"        Reed Elsevier","Philadelphia, PA",NaN,Philadelphia
3036,"Summer Internship for Supervision, Regulation and Credit - R...","        Federal Reserve Bank of Philadelphia","Philadelphia, PA",NaN,Philadelphia
3037,Lead Med Writing <b>Scientist</b>/Medical Writing Manager (WD94956),"        GlaxoSmithKline","King of Prussia, PA",NaN,Philadelphia
3038,"Director/Sr. Director, Clinical Research <b>Scientist</b>","        Incyte Corporation","Wilmington, DE 19803",NaN,Philadelphia
3039,Technical Laboratory Support Technician,"        Sodexo Inc.","Collegeville, PA",NaN,Philadelphia
3040,Tech Manager,"        Mobiquity","Wayne, PA",NaN,Philadelphia
3041,<b>Data</b> <b>Scientist</b> for Marketing Technology,"        Workbridge Associates","Ambler, PA 19002","$175,000 a year",Philadelphia
3042,Clinical Research Nurse I - Neuro Surgery - Full Time,"        Thomas Jefferson University and Hospitals","Philadelphia, PA",NaN,Philadelphia
3043,"Supervisor, Distribution","        Johnson Controls","Norristown, PA 19403",NaN,Philadelphia
3044,Quantitative Research Analyst Internship,"    Stevens Capital Management LP","Radnor, PA",NaN,Philadelphia
3045,Senior Environmental Engineer Job,"        Golder Associates","Mount Laurel, NJ 08054",NaN,Philadelphia
3046,"<b>Data</b> <b>Scientist</b> - Analytical Experiments, Analytical Tools","    Computer Enterprises, Inc.","Philadelphia, PA 19103 <span style=""font-size: smaller"">(Belmont area)</span>","$130,000 - $150,000 a year",Philadelphia
3047,Senior Salesforce Application Developer,"    Computer Enterprises, Inc. (CEI)","Radnor, PA",NaN,Philadelphia
3048,"Director, Clinical Research <b>Scientist</b>","        Incyte Corporation","Wilmington, DE 19803",NaN,Philadelphia
3049,<b>Data</b> <b>Scientist</b>,"        TE Connectivity","Berwyn, PA",NaN,Philadelphia
3050,Product Development <b>Scientist</b>,"        Colorcon","Harleysville, PA 19438",NaN,Philadelphia
3051,"Senior Manager, Advanced Analytics &amp; Statistical Methodology...","    Klein Hersh International","Fort Washington, PA",NaN,Philadelphia
3052,Computational Modeling of Human State Engineer,"        Lockheed Martin","Cherry Hill, NJ 08002",NaN,Philadelphia
3053,Chief Operating Officer Ophthalmology,"        University of Pennsylvania Health System","Philadelphia, PA",NaN,Philadelphia
3054,Product Development <b>Scientist</b>,"        Colorcon","Harleysville, PA 19438",NaN,Philadelphia
3055,Regulatory <b>Scientist</b> Assistant - II (Associate),"        Ascent Services Group","Gwynedd, PA 19454",NaN,Philadelphia
3056,"Summer Internship for Supervision, Regulation and Credit - R...","        Federal Reserve Bank of Philadelphia","Philadelphia, PA",NaN,Philadelphia
3057,Senior UX Designer,"        Reed Elsevier","Philadelphia, PA",NaN,Philadelphia
3058,Process Development: Process/Automation Engineer,"        GlaxoSmithKline","King of Prussia, PA",NaN,Philadelphia
3059,<b>Data</b> <b>Scientist</b>,"        TE Connectivity","Berwyn, PA",NaN,Philadelphia
3060,Technical Product Manager,"        Thomson Reuters","Philadelphia, PA 19113",NaN,Philadelphia
3061,Senior Statistician to Associate Director Biostatistics,"    Penfield Search Partners","Philadelphia, PA",NaN,Philadelphia
3062,Senior Statistical Programmer (Medical Affairs),"        Jazz Pharmaceuticals","Philadelphia, PA",NaN,Philadelphia
3063,<b>Data</b> Analytics <b>Scientist</b> (Bioinformatics),"        DuPont","Wilmington, DE",NaN,Philadelphia
3064,"Senior Director, Therapeutic Area (TA) Clinician Lead Oncolo...","        Pfizer Inc.","Collegeville, PA",NaN,Philadelphia
3065,"Medical Director, Oncology Clinical Development- Cell Therap...","        GlaxoSmithKline","Collegeville, PA 19426",NaN,Philadelphia
3066,Quantitative Research Analyst Internship,"    Stevens Capital Management LP","Radnor, PA",NaN,Philadelphia
3067,"Immunology Therapeutic Area Head, US Medical Affairs","        CSL Behring","King of Prussia, PA",NaN,Philadelphia
3068,Sensor Engineer,"        Lockheed Martin","Cherry Hill, NJ 08002",NaN,Philadelphia
3069,VP Cyber Security Engineering &amp; Incident Response,"        Reed Elsevier","Philadelphia, PA",NaN,Philadelphia
3070,Healthcare Account Executive,"        Mobiquity","Wayne, PA",NaN,Philadelphia
3071,"Immunology Therapeutic Area Head, US Medical Affairs","        CSL Behring","King of Prussia, PA",NaN,Philadelphia
3072,Senior Statistical Programmer (Medical Affairs),"        Jazz Pharmaceuticals","Philadelphia, PA",NaN,Philadelphia
3073,Global TA Head Coagulation and Acquired Bleeding,"        CSL Behring","King of Prussia, PA",NaN,Philadelphia
3074,VP Cyber Security Engineering &amp; Incident Response,"        Reed Elsevier","Philadelphia, PA",NaN,Philadelphia
3075,"Medical Director, Oncology Clinical Development- Cell Therap...","        GlaxoSmithKline","Collegeville, PA 19426",NaN,Philadelphia
3076,Digital Marketing (<b>Data</b> <b>Scientist</b>),"    Kennedy Unlimited Inc, Professional Staffing","Wilmington, DE","$100,000 - $130,000 a year",Philadelphia
3077,"Senior Analytical Chemist - based in King of Prussia , PA","        PPD","King of Prussia, PA",NaN,Philadelphia
3078,High Yield Senior Municipal Credit Research Analyst,"        Vanguard","Malvern, PA",NaN,Philadelphia
3079,Manager - Continuous Improvement,"        Kollmorgen","Philadelphia, PA",NaN,Philadelphia
3080,"Director, Analytical Development","    Management Recruiters of Raleigh","Malvern, PA 19355",NaN,Philadelphia
3081,"Finance Manager, COE IT Costs","        Reed Elsevier","Philadelphia, PA",NaN,Philadelphia
3082,<b>Scientist</b> - I (Assistant),"    Apex Life Sciences","West Point, PA 19486",NaN,Philadelphia
3083,"Senior Analytical Chemist - based in King of Prussia , PA","        PPD","King of Prussia, PA",NaN,Philadelphia
3084,Billing Liaison,"        VWR","Radnor, PA",NaN,Philadelphia
3085,Statistical Analysis Manager,"    Corps Team Staffing","Philadelphia, PA",NaN,Philadelphia
3086,Analytical <b>Data</b> Review <b>Scientist</b>,"        Eurofins","Malvern, PA",NaN,Philadelphia
3087,High Yield Senior Municipal Credit Research Analyst,"        Vanguard","Malvern, PA",NaN,Philadelphia
3088,"Global Product Manager, Chemistries","        Agilent","Wilmington, DE",NaN,Philadelphia
3089,Lead Python Developer,"    Fecak Inc.","Philadelphia, PA",NaN,Philadelphia
3090,VP Vaccine Clinical Research,"        Pfizer, Inc.","Collegeville, PA",NaN,Philadelphia
3091,"Tax Manager, Indirect Tax","        Thomson Reuters","Philadelphia, PA 19113",NaN,Philadelphia
3092,Global Clinical Program Director - Immunology,"        CSL Behring","King of Prussia, PA",NaN,Philadelphia
3093,JavaScript Developer - Flux/React,"    Fecak Inc.","Philadelphia, PA",NaN,Philadelphia
3094,Jr. Environmental <b>Scientist</b>,"    Advantage Engineers, LLC","West Chester, PA",NaN,Philadelphia
3095,Senior Architect - Research Metrics,"        Elsevier","Philadelphia, PA 19103 <span style=""font-size: smaller"">(Belmont area)</span>",NaN,Philadelphia
3096,Senior UX Designer,"        Reed Elsevier","Philadelphia, PA",NaN,Philadelphia
3097,Clinical Research <b>Scientist</b>,"    Cornerstone Search Group, LLC","Philadelphia, PA",NaN,Philadelphia
3098,"Senior Principal Engineer/<b>Scientist</b>, (Process Development)-...","        Kollmorgen","Philadelphia, PA",NaN,Philadelphia
3099,VP Cyber Security Engineering &amp; Incident Response,"        Elsevier","Philadelphia, PA 19103 <span style=""font-size: smaller"">(Belmont area)</span>",NaN,Philadelphia
3100,Lead Python Developer,"    Fecak Inc.","Philadelphia, PA",NaN,Philadelphia
3101,VP Vaccine Clinical Research,"        Pfizer, Inc.","Collegeville, PA",NaN,Philadelphia
3102,<b>Data</b> <b>Scientist</b>,"        Turnberry Solutions","Wilmington, DE 19803",NaN,Philadelphia
3103,Sr. Staff to Sr. Research <b>Scientist</b> (Immunology/Biotherapeut...,"        Incyte Corporation","Wilmington, DE 19803",NaN,Philadelphia
3104,Senior Clinical <b>Scientist</b>,"        CSL Behring","King of Prussia, PA",NaN,Philadelphia
3105,"Analytical Chemist - based in King of Prussia , PA","        PPD","King of Prussia, PA",NaN,Philadelphia
3106,"Recruiter,Statistician/SAS","        TechData","King of Prussia, PA 19406",NaN,Philadelphia
3107,Pharmaceutical Sales Specialist,"        AstraZeneca","Philadelphia, PA",NaN,Philadelphia
3108,Computer <b>Scientist</b> / Engineer - Control Networks and Industr...,"        General Dynamics Information Technology","Philadelphia, PA",NaN,Philadelphia
3109,"Geologist, Earth <b>Scientist</b>, Geotechnical Engineer","    Earth Engineering Incorporated","East Norriton, PA 19401",NaN,Philadelphia
3110,Analytical Chemist,"        R&amp;D Partners","Philadelphia, PA",NaN,Philadelphia
3111,Research <b>Scientist</b> in Oncology Translational Research (contr...,"        Sunrise Systems, Inc.","North Wales, PA 19477",NaN,Philadelphia
3112,Biopharm <b>Scientist</b> - Senior Project Manager - CMC Tech Trans...,"        PPD","King of Prussia, PA",NaN,Philadelphia
3113,"Director, Lead Study Clinician","        Pfizer","Collegeville, PA",NaN,Philadelphia
3114,Sr Computer <b>Scientist</b> / Engineer - Control Networks and Indu...,"        General Dynamics Information Technology","Philadelphia, PA",NaN,Philadelphia
3115,Compensation Coordinator,"        VWR","Radnor, PA",NaN,Philadelphia
3116,Computer <b>Scientist</b> / Engineer - Control Networks and Industr...,"        General Dynamics Information Technology","Philadelphia, PA",NaN,Philadelphia
3117,Health Economics and Outcomes Research <b>Scientist</b> (Biostatist...,"    Klein Hersh International","Cambridge, NJ",NaN,Philadelphia
3118,"Recruiter,Statistician/SAS","        TechData","King of Prussia, PA 19406",NaN,Philadelphia
3119,Analytical Chemist,"        R&amp;D Partners","Philadelphia, PA",NaN,Philadelphia
3120,Program Leader to VP (DOE) - Lymphomas,"        Incyte Corporation","Wilmington, DE 19803",NaN,Philadelphia
3121,Senior Clinical Safety <b>Scientist</b>,"        CSL Behring","King of Prussia, PA",NaN,Philadelphia
3122,Manager - Continuous Improvement,"        Beckman Coulter, Inc.","Philadelphia, PA",NaN,Philadelphia
3123,Manager - Continuous Improvement,"        Beckman Coulter","Philadelphia, PA",NaN,Philadelphia
3124,"Geologist, Earth <b>Scientist</b>, Geotechnical Engineer","    Earth Engineering Incorporated","East Norriton, PA 19401",NaN,Philadelphia
3125,Post-Doc Fellow - Medicine - Full Time,"        Thomas Jefferson University and Hospitals","Philadelphia, PA",NaN,Philadelphia
3126,Apple Systems Administrator - IS&amp;T Department,"        Thomas Jefferson University and Hospitals","Philadelphia, PA",NaN,Philadelphia
3127,Sr Computer <b>Scientist</b> / Engineer - Control Networks and Indu...,"        General Dynamics Information Technology","Philadelphia, PA",NaN,Philadelphia
3128,Med Services Clinician - LPN,"        Thomas Jefferson University and Hospitals","Philadelphia, PA",NaN,Philadelphia
3129,Research <b>Scientist</b> in Oncology Translational Research (contr...,"        Sunrise Systems, Inc.","North Wales, PA 19477",NaN,Philadelphia
3130,UX Architect,"        Mobiquity","Wayne, PA",NaN,Philadelphia
3131,Senior <b>Data</b> <b>Scientist</b> - Advanced Analytics,"        Lockheed Martin","King of Prussia, PA 19406",NaN,Philadelphia
3132,Biopharm <b>Scientist</b> - Senior Project Manager - CMC Tech Trans...,"        PPD","King of Prussia, PA",NaN,Philadelphia
3133,"Executive Director, Clinical Development Sleep LCM","        Jazz Pharmaceuticals","Philadelphia, PA 19103 <span style=""font-size: smaller"">(Belmont area)</span>",NaN,Philadelphia
3134,Senior <b>Data</b> <b>Scientist</b> - Advanced Analytics,"        Lockheed Martin","King of Prussia, PA 19406",NaN,Philadelphia
3135,Associate <b>Scientist</b> - Upstream Cell Culture - based in King...,"        PPD","King of Prussia, PA",NaN,Philadelphia
3136,Manager - Continuous Improvement,"        Beckman Coulter, Inc.","Philadelphia, PA",NaN,Philadelphia
3137,Manager - Continuous Improvement,"        Beckman Coulter","Philadelphia, PA",NaN,Philadelphia
3138,Post Doc Fellow - Anesthesiology - Full Time (Lab of Dr. Jef...,"        Thomas Jefferson University and Hospitals","Philadelphia, PA",NaN,Philadelphia
3139,Post-Doc Fellow - Medicine - Full Time,"        Thomas Jefferson University and Hospitals","Philadelphia, PA",NaN,Philadelphia
3140,Apple Systems Administrator - IS&amp;T Department,"        Thomas Jefferson University and Hospitals","Philadelphia, PA",NaN,Philadelphia
3141,Cell Culture <b>Scientist</b>,"        Eurofins","Malvern, PA",NaN,Philadelphia
3142,Jr. <b>Data</b> <b>Scientist</b>,"        Comverge Inc","Denver, CO",NaN,Denver
3143,Machine Learning Engineer,"        IBM","Denver, CO 80237 <span style=""font-size: smaller"">(Southeastern Denver area)</span>",NaN,Denver
3144,"SENIOR RESEARCH ANALYST, PORTALS","        Denver Public Schools","Denver, CO","$63,339 - $76,007 a year",Denver
3145,<b>Data</b> Science Analyst,"        xentity corporation","Denver, CO",NaN,Denver
3146,Senior Statistical/<b>Data</b> Analyst,"        Charles Schwab","Lone Tree, CO 80124",NaN,Denver
3147,Senior <b>Data</b> Analyst,"    Backflip Studios","Boulder, CO 80301",NaN,Denver
3148,Senior Statistical Researcher - Sheriff Department,"        City and County of Denver","Denver, CO 80216 <span style=""font-size: smaller"">(Northern Denver area)</span>","$55,132 - $88,211 a year",Denver
3149,<b>Data</b> Analytics Consultant - Alteryx,"        KPMG","Denver, CO 80202 <span style=""font-size: smaller"">(Lodo area)</span>",NaN,Denver
3150,Senior Staff <b>Data</b> <b>Scientist</b>,"        Levi, Ray &amp; Shoup, Inc.","Denver, CO",NaN,Denver
3151,Associate <b>Data</b> <b>Scientist</b>/Sr. Analyst,"        Ibotta","Denver, CO 80202 <span style=""font-size: smaller"">(Lodo area)</span>",NaN,Denver
3152,Evaluator: Statistical Analyst II (#5156),"    State of Colorado Job Opportunities","Denver, CO","$53,520 - $78,348 a year",Denver
3153,Sr. <b>Data</b> <b>Scientist</b> - ID Graph,"        Oracle","Broomfield, CO",NaN,Denver
3154,"Instructor, Sr. <b>Data</b> <b>Scientist</b>","        Galvanize","Denver, CO",NaN,Denver
3155,1013 Business <b>Data</b> analysis,"        ReqRoute,Inc","Denver, CO",NaN,Denver
3156,9063 <b>Data</b> analysis,"        ReqRoute,Inc","Denver, CO",NaN,Denver
3157,Institutional Research Analyst - Morgridge College Of Educat...,"        University of Denver","Denver, CO",NaN,Denver
3158,Principal <b>Data</b> <b>Scientist</b>,"        SpotX","Westminster, CO",NaN,Denver
3159,<b>Data</b> Analyst,"        xentity corporation","Denver, CO",NaN,Denver
3160,"Vice President, <b>Data</b> Science and Analytics","        Return Path","Broomfield, CO 80021",NaN,Denver
3161,Principal <b>Data</b> <b>Scientist</b>,"    Protiro Inc.","Broomfield, CO",NaN,Denver
3162,SR RESEARCH ANALYST - 17096,"        Denver Public Schools","Denver, CO 80204 <span style=""font-size: smaller"">(Central West Denver area)</span>","$63,339 - $76,007 a year",Denver
3163,Graduate Internship (Summer) Big <b>Data</b> Analytics and Machine...,"        National Renewable Energy Laboratory","Golden, CO",NaN,Denver
3164,Sr. Quantitative Analyst,"        Charles Schwab","Lone Tree, CO 80124",NaN,Denver
3165,Statistician,"        University of Colorado","Aurora, CO",NaN,Denver
3166,Professional Research Asst,"        University of Colorado","Boulder, CO",NaN,Denver
3167,Biological Science Aid,"        USGS","Lakewood, CO",$13.57 an hour,Denver
3168,PhD Lab Medicine II,"        Children's Hospital Colorado","Aurora, CO 80011 <span style=""font-size: smaller"">(Norfolk Glen area)</span>",NaN,Denver
